complaint_id,incident_date,incident_time,incident_datetime,complaint_registered_at,incident_details,fraud_type,fraud_amount,victim_state,victim_pincode,victim_lat,victim_lon,victim_account_id,source_system,data_version,behavioral_profile
CMP00000097,2024-07-14,21:02:02,2024-07-14T21:02:02,2024-07-14T22:26:58,Fraudulent trading platform collected INR 48144 from victim.,INVESTMENT_FRAUD,48143.67,Rajasthan,345871,23.453698,76.679518,ACCT00005097,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000098,2024-10-14,13:09:18,2024-10-14T13:09:18,2024-10-14T13:46:13,Cyber fraud reported; INR 202793 lost through unspecified method.,OTHER,202793.0,Rajasthan,329265,28.801006,76.799745,ACCT00005098,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000099,2024-01-27,08:29:24,2024-01-27T08:29:24,2024-01-27T08:34:57,Fraudulent trading platform collected INR 190907 from victim.,INVESTMENT_FRAUD,190907.14,Delhi,118333,28.528209,77.366381,ACCT00005099,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000100,2024-12-19,10:22:06,2024-12-19T10:22:06,2024-12-19T12:06:19,Phishing email led to unauthorized transfer of INR 11554.,PHISHING,11554.13,Telangana,516480,16.309806,80.451982,ACCT00005100,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000101,2024-10-12,06:07:16,2024-10-12T06:07:16,2024-10-12T06:16:00,Phishing email led to unauthorized transfer of INR 14696.,PHISHING,14696.26,Madhya Pradesh,496635,22.780578,74.575934,ACCT00005101,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000102,2024-08-23,08:38:53,2024-08-23T08:38:53,2024-08-23T08:56:07,Impersonation of law enforcement; victim coerced into transferring INR 50918.,DIGITAL_ARREST,50918.3,Uttar Pradesh,258164,28.717883,82.586207,ACCT00005102,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000103,2024-04-18,09:21:25,2024-04-18T09:21:25,2024-04-18T10:32:45,Victim reported unauthorized UPI transaction of INR 14154.,DIGITAL_PAYMENT_FRAUD,14153.83,Haryana,133298,28.135184,76.840452,ACCT00005103,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000104,2024-02-19,10:45:41,2024-02-19T10:45:41,2024-02-19T11:06:32,Victim lured into fake investment scheme; lost INR 75098.,INVESTMENT_FRAUD,75098.43,Rajasthan,319347,25.006573,75.172225,ACCT00005104,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000105,2024-03-22,13:43:48,2024-03-22T13:43:48,2024-03-22T15:17:06,Victim reported unauthorized UPI transaction of INR 3091.,DIGITAL_PAYMENT_FRAUD,3091.32,Rajasthan,336151,25.567566,74.52005,ACCT00005105,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000106,2024-03-25,07:05:26,2024-03-25T07:05:26,2024-03-25T07:59:45,Victim received fake payment link; INR 9902 debited without authorization.,DIGITAL_PAYMENT_FRAUD,9901.73,Telangana,506013,16.696751,78.17057,ACCT00005106,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000107,2024-01-30,16:28:15,2024-01-30T16:28:15,2024-01-30T17:36:28,Victim transferred INR 273811 to fake mutual fund agent.,INVESTMENT_FRAUD,273811.36,Uttar Pradesh,236224,25.337077,77.767451,ACCT00005107,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000108,2024-06-25,11:33:36,2024-06-25T11:33:36,2024-06-25T12:18:25,Victim transferred INR 317354 to fake mutual fund agent.,INVESTMENT_FRAUD,317353.89,Karnataka,563690,14.03391,77.441898,ACCT00005108,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000109,2024-02-14,22:02:37,2024-02-14T22:02:37,2024-02-14T22:44:24,Impersonation of law enforcement; victim coerced into transferring INR 317464.,DIGITAL_ARREST,317463.87,Uttar Pradesh,284506,28.88478,83.749846,ACCT00005109,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000110,2024-05-01,12:53:28,2024-05-01T12:53:28,2024-05-01T14:02:54,Victim reported unauthorized UPI transaction of INR 57925.,DIGITAL_PAYMENT_FRAUD,57924.91,Uttar Pradesh,275719,25.893777,83.542933,ACCT00005110,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000111,2024-01-27,15:58:10,2024-01-27T15:58:10,2024-01-27T16:40:22,Victim received fake payment link; INR 29239 debited without authorization.,DIGITAL_PAYMENT_FRAUD,29238.79,Telangana,525882,18.834853,80.515479,ACCT00005111,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000112,2024-10-01,10:04:21,2024-10-01T10:04:21,2024-10-01T11:24:55,Victim transferred INR 228131 to fake mutual fund agent.,INVESTMENT_FRAUD,228131.36,Madhya Pradesh,492769,23.596265,79.943784,ACCT00005112,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000113,2024-05-11,23:58:04,2024-05-11T23:58:04,2024-05-12T00:12:25,Victim lured into fake investment scheme; lost INR 5584.,INVESTMENT_FRAUD,5584.22,West Bengal,703942,22.357601,88.227722,ACCT00005113,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000114,2024-02-11,06:17:23,2024-02-11T06:17:23,2024-02-11T07:27:12,Cyber fraud reported; INR 28758 lost through unspecified method.,OTHER,28758.11,Haryana,139135,30.859938,75.051753,ACCT00005114,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000115,2024-04-12,19:26:57,2024-04-12T19:26:57,2024-04-12T21:07:38,Victim reported unauthorized UPI transaction of INR 79910.,DIGITAL_PAYMENT_FRAUD,79910.11,Maharashtra,439100,16.301172,79.288226,ACCT00005115,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000116,2024-01-30,00:10:28,2024-01-30T00:10:28,2024-01-30T01:25:31,Fraudulent digital payment of INR 3956 detected from victim account.,DIGITAL_PAYMENT_FRAUD,3955.79,Maharashtra,427790,18.209263,75.960734,ACCT00005116,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000117,2024-08-26,22:27:59,2024-08-26T22:27:59,2024-08-26T23:01:43,Fraudulent digital payment of INR 53066 detected from victim account.,DIGITAL_PAYMENT_FRAUD,53065.87,Kerala,688513,9.34112,75.139697,ACCT00005117,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000118,2024-02-20,16:40:58,2024-02-20T16:40:58,2024-02-20T17:13:04,Cyber fraud reported; INR 18882 lost through unspecified method.,OTHER,18881.51,Karnataka,581713,12.588132,74.983834,ACCT00005118,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000119,2024-11-29,08:02:12,2024-11-29T08:02:12,2024-11-29T08:22:48,Fraudulent trading platform collected INR 219165 from victim.,INVESTMENT_FRAUD,219165.0,West Bengal,714691,26.098374,88.384686,ACCT00005119,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000120,2024-09-23,15:43:12,2024-09-23T15:43:12,2024-09-23T15:55:44,Victim's banking credentials phished; INR 29860 stolen.,PHISHING,29860.35,Odisha,765705,22.489876,85.33891,ACCT00005120,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000121,2024-02-24,10:53:18,2024-02-24T10:53:18,2024-02-24T12:12:26,Victim received fake payment link; INR 23068 debited without authorization.,DIGITAL_PAYMENT_FRAUD,23068.37,Rajasthan,341218,26.47581,77.944007,ACCT00005121,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000122,2024-01-30,14:21:20,2024-01-30T14:21:20,2024-01-30T15:59:16,Victim's banking credentials phished; INR 4496 stolen.,PHISHING,4495.5,Odisha,757350,19.443277,84.529221,ACCT00005122,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000123,2024-02-03,19:42:06,2024-02-03T19:42:06,2024-02-03T21:16:47,Fraudulent digital payment of INR 12768 detected from victim account.,DIGITAL_PAYMENT_FRAUD,12768.37,Odisha,767480,21.226264,83.916428,ACCT00005123,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000124,2024-03-27,11:41:11,2024-03-27T11:41:11,2024-03-27T12:18:16,Victim received fake payment link; INR 19860 debited without authorization.,DIGITAL_PAYMENT_FRAUD,19859.67,Odisha,765249,20.15185,81.960045,ACCT00005124,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000125,2024-08-09,13:34:45,2024-08-09T13:34:45,2024-08-09T15:30:45,Fraudulent digital payment of INR 4920 detected from victim account.,DIGITAL_PAYMENT_FRAUD,4920.11,West Bengal,703453,22.503886,86.899926,ACCT00005125,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000126,2024-09-24,13:49:26,2024-09-24T13:49:26,2024-09-24T13:53:43,Cyber fraud reported; INR 4240 lost through unspecified method.,OTHER,4240.41,Bihar,859364,25.593066,84.808309,ACCT00005126,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000127,2024-10-14,17:58:47,2024-10-14T17:58:47,2024-10-14T19:15:43,Victim lured into fake investment scheme; lost INR 522894.,INVESTMENT_FRAUD,522894.23,West Bengal,734075,24.375571,89.498952,ACCT00005127,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000128,2024-07-23,14:40:51,2024-07-23T14:40:51,2024-07-23T16:03:17,Victim threatened with digital arrest; paid INR 232003 under duress.,DIGITAL_ARREST,232002.68,Odisha,777322,19.307848,81.959818,ACCT00005128,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000129,2024-12-04,09:50:31,2024-12-04T09:50:31,2024-12-04T11:04:47,Online fraud complaint filed for INR 26246.,OTHER,26246.14,Karnataka,562128,14.645339,78.058282,ACCT00005129,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000130,2024-05-18,20:11:15,2024-05-18T20:11:15,2024-05-18T22:04:13,Victim reported unauthorized UPI transaction of INR 30398.,DIGITAL_PAYMENT_FRAUD,30398.05,Delhi,117804,28.503317,77.378732,ACCT00005130,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000131,2024-05-12,13:56:05,2024-05-12T13:56:05,2024-05-12T15:37:50,Victim's banking credentials phished; INR 5389 stolen.,PHISHING,5388.6,Bihar,832049,25.012576,85.796336,ACCT00005131,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000132,2024-08-02,07:10:41,2024-08-02T07:10:41,2024-08-02T08:57:12,Victim received fake payment link; INR 36300 debited without authorization.,DIGITAL_PAYMENT_FRAUD,36299.5,Maharashtra,413124,16.835846,76.192312,ACCT00005132,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000133,2024-12-25,14:12:24,2024-12-25T14:12:24,2024-12-25T14:48:51,Victim reported unauthorized UPI transaction of INR 213074.,DIGITAL_PAYMENT_FRAUD,213074.31,Tamil Nadu,649614,11.294894,76.496235,ACCT00005133,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000134,2024-02-20,17:50:44,2024-02-20T17:50:44,2024-02-20T17:52:47,Fraudulent digital payment of INR 6270 detected from victim account.,DIGITAL_PAYMENT_FRAUD,6270.15,Uttar Pradesh,245478,28.142777,81.734805,ACCT00005134,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000135,2024-01-29,00:06:25,2024-01-29T00:06:25,2024-01-29T01:01:32,Victim reported unauthorized UPI transaction of INR 108083.,DIGITAL_PAYMENT_FRAUD,108082.89,Uttar Pradesh,211121,29.161064,80.634458,ACCT00005135,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000136,2024-12-21,12:07:17,2024-12-21T12:07:17,2024-12-21T12:10:24,Phishing email led to unauthorized transfer of INR 22080.,PHISHING,22079.89,Telangana,524790,17.195137,78.290321,ACCT00005136,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000137,2024-10-05,16:00:04,2024-10-05T16:00:04,2024-10-05T16:52:25,Fraudulent digital payment of INR 73599 detected from victim account.,DIGITAL_PAYMENT_FRAUD,73598.9,Gujarat,395792,23.689083,71.660757,ACCT00005137,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000138,2024-06-17,17:19:05,2024-06-17T17:19:05,2024-06-17T18:09:14,Victim shared OTP after phishing call; INR 23791 debited.,PHISHING,23791.22,Karnataka,586817,13.734743,75.446283,ACCT00005138,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000139,2024-11-05,21:18:52,2024-11-05T21:18:52,2024-11-05T22:38:36,Victim reported loss of INR 79216 via online fraud.,OTHER,79215.89,Telangana,505230,19.174349,78.086032,ACCT00005139,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000140,2024-02-13,17:51:03,2024-02-13T17:51:03,2024-02-13T19:00:29,Victim received fake payment link; INR 12681 debited without authorization.,DIGITAL_PAYMENT_FRAUD,12681.19,Delhi,111891,28.492786,77.262314,ACCT00005140,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000141,2024-10-08,15:09:36,2024-10-08T15:09:36,2024-10-08T17:01:31,Fraudulent digital payment of INR 6277 detected from victim account.,DIGITAL_PAYMENT_FRAUD,6276.85,Maharashtra,414112,19.496972,74.244368,ACCT00005141,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000142,2024-02-22,19:51:13,2024-02-22T19:51:13,2024-02-22T20:14:33,Victim threatened with digital arrest; paid INR 39307 under duress.,DIGITAL_ARREST,39306.79,Maharashtra,422728,21.811908,80.734066,ACCT00005142,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000143,2024-04-09,20:01:31,2024-04-09T20:01:31,2024-04-09T20:54:22,Victim reported unauthorized UPI transaction of INR 28691.,DIGITAL_PAYMENT_FRAUD,28691.06,Gujarat,366969,22.224989,74.109592,ACCT00005143,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000144,2024-07-21,02:15:24,2024-07-21T02:15:24,2024-07-21T02:25:37,Victim received fake payment link; INR 4938 debited without authorization.,DIGITAL_PAYMENT_FRAUD,4938.24,Madhya Pradesh,474886,22.577648,82.509796,ACCT00005144,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000145,2024-10-09,12:02:26,2024-10-09T12:02:26,2024-10-09T12:07:27,Victim reported unauthorized UPI transaction of INR 4790.,DIGITAL_PAYMENT_FRAUD,4790.5,Maharashtra,419149,21.881849,79.033836,ACCT00005145,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000146,2024-10-24,12:48:06,2024-10-24T12:48:06,2024-10-24T14:45:20,Victim received fake payment link; INR 44868 debited without authorization.,DIGITAL_PAYMENT_FRAUD,44868.13,Uttar Pradesh,239908,24.20283,78.728231,ACCT00005146,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000147,2024-08-10,14:02:28,2024-08-10T14:02:28,2024-08-10T15:41:48,Victim reported unauthorized UPI transaction of INR 9616.,DIGITAL_PAYMENT_FRAUD,9615.98,Kerala,671969,9.57809,75.187795,ACCT00005147,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000148,2024-11-26,10:30:10,2024-11-26T10:30:10,2024-11-26T12:26:00,Fraudulent digital payment of INR 17716 detected from victim account.,DIGITAL_PAYMENT_FRAUD,17715.83,Delhi,114687,28.486511,77.083777,ACCT00005148,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000149,2024-09-11,22:52:46,2024-09-11T22:52:46,2024-09-11T23:15:31,Victim's banking credentials phished; INR 29945 stolen.,PHISHING,29945.32,Madhya Pradesh,495610,21.332742,74.542933,ACCT00005149,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000150,2024-10-17,17:28:05,2024-10-17T17:28:05,2024-10-17T18:02:36,Fraudulent trading platform collected INR 3598520 from victim.,INVESTMENT_FRAUD,3598519.51,Karnataka,594947,15.820519,74.997121,ACCT00005150,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000151,2024-10-01,12:59:44,2024-10-01T12:59:44,2024-10-01T14:41:45,Victim lured into fake investment scheme; lost INR 212102.,INVESTMENT_FRAUD,212101.75,Maharashtra,401598,19.077297,79.832692,ACCT00005151,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000152,2024-08-29,17:32:44,2024-08-29T17:32:44,2024-08-29T18:57:16,Fraudulent trading platform collected INR 154486 from victim.,INVESTMENT_FRAUD,154486.42,Tamil Nadu,625688,8.617292,79.077563,ACCT00005152,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000153,2024-06-21,18:11:52,2024-06-21T18:11:52,2024-06-21T18:31:48,Fake police/CBI call led victim to transfer INR 105262.,DIGITAL_ARREST,105261.92,Madhya Pradesh,478197,24.815677,80.776859,ACCT00005153,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000154,2024-01-06,20:20:21,2024-01-06T20:20:21,2024-01-06T21:33:45,Online fraud complaint filed for INR 56440.,OTHER,56440.0,Maharashtra,405631,20.126161,76.068933,ACCT00005154,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000155,2024-12-14,16:53:40,2024-12-14T16:53:40,2024-12-14T18:30:33,Victim transferred INR 1560907 to fake mutual fund agent.,INVESTMENT_FRAUD,1560907.05,Gujarat,384810,24.618873,71.311542,ACCT00005155,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000156,2024-04-09,11:55:00,2024-04-09T11:55:00,2024-04-09T13:43:30,Fraudulent digital payment of INR 94446 detected from victim account.,DIGITAL_PAYMENT_FRAUD,94445.87,Rajasthan,346048,28.02457,75.416207,ACCT00005156,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000157,2024-02-11,13:19:03,2024-02-11T13:19:03,2024-02-11T13:38:01,Phishing email led to unauthorized transfer of INR 4052.,PHISHING,4052.38,Maharashtra,424498,15.731442,73.767775,ACCT00005157,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000158,2024-08-18,12:14:16,2024-08-18T12:14:16,2024-08-18T13:25:32,Victim received fake payment link; INR 21181 debited without authorization.,DIGITAL_PAYMENT_FRAUD,21181.01,Telangana,524241,19.63993,77.778641,ACCT00005158,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000159,2024-06-03,22:08:58,2024-06-03T22:08:58,2024-06-03T23:19:50,Fraudulent digital payment of INR 65828 detected from victim account.,DIGITAL_PAYMENT_FRAUD,65828.09,Rajasthan,343525,25.75617,77.513941,ACCT00005159,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000160,2024-08-24,10:02:53,2024-08-24T10:02:53,2024-08-24T10:31:19,Fraudulent trading platform collected INR 42208 from victim.,INVESTMENT_FRAUD,42208.13,Telangana,507068,16.815262,79.519021,ACCT00005160,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000161,2024-09-25,14:05:07,2024-09-25T14:05:07,2024-09-25T15:38:55,Fraudulent trading platform collected INR 34187 from victim.,INVESTMENT_FRAUD,34187.38,Maharashtra,426008,20.000707,79.327017,ACCT00005161,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000162,2024-07-30,04:24:13,2024-07-30T04:24:13,2024-07-30T05:22:36,Impersonation of law enforcement; victim coerced into transferring INR 25102.,DIGITAL_ARREST,25101.82,Uttar Pradesh,225419,25.313898,79.960432,ACCT00005162,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000163,2024-05-21,21:01:40,2024-05-21T21:01:40,2024-05-21T22:05:18,Victim threatened with digital arrest; paid INR 163812 under duress.,DIGITAL_ARREST,163811.51,Uttar Pradesh,249280,29.343261,80.549831,ACCT00005163,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000164,2024-04-15,21:20:33,2024-04-15T21:20:33,2024-04-15T21:53:24,Cyber fraud reported; INR 27081 lost through unspecified method.,OTHER,27081.37,Madhya Pradesh,482916,26.682828,79.197924,ACCT00005164,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000165,2024-09-29,13:36:00,2024-09-29T13:36:00,2024-09-29T14:14:05,Fake police/CBI call led victim to transfer INR 151230.,DIGITAL_ARREST,151229.7,Maharashtra,405929,18.478143,79.078603,ACCT00005165,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000166,2024-01-18,06:57:04,2024-01-18T06:57:04,2024-01-18T07:06:14,Victim received fake payment link; INR 46246 debited without authorization.,DIGITAL_PAYMENT_FRAUD,46246.16,Haryana,134445,29.422629,76.501139,ACCT00005166,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000167,2024-04-22,00:59:33,2024-04-22T00:59:33,2024-04-22T02:53:22,Impersonation of law enforcement; victim coerced into transferring INR 580983.,DIGITAL_ARREST,580982.64,Uttar Pradesh,285614,26.224759,83.518813,ACCT00005167,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000168,2024-08-05,12:45:15,2024-08-05T12:45:15,2024-08-05T12:54:11,Phishing email led to unauthorized transfer of INR 23233.,PHISHING,23232.87,Maharashtra,428807,18.072939,72.739694,ACCT00005168,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000169,2024-02-20,14:51:03,2024-02-20T14:51:03,2024-02-20T15:17:28,Fraudulent trading platform collected INR 429125 from victim.,INVESTMENT_FRAUD,429124.88,Telangana,516156,18.966226,79.479435,ACCT00005169,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000170,2024-07-20,17:30:50,2024-07-20T17:30:50,2024-07-20T17:45:50,Victim shared OTP after phishing call; INR 10894 debited.,PHISHING,10893.58,Uttar Pradesh,266758,24.570172,81.427036,ACCT00005170,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000171,2024-05-06,22:21:20,2024-05-06T22:21:20,2024-05-06T22:53:24,Fake police/CBI call led victim to transfer INR 358869.,DIGITAL_ARREST,358869.46,Uttar Pradesh,212448,23.668143,80.865835,ACCT00005171,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000172,2024-11-28,10:16:41,2024-11-28T10:16:41,2024-11-28T10:58:21,Victim received fake payment link; INR 16200 debited without authorization.,DIGITAL_PAYMENT_FRAUD,16200.22,Maharashtra,423455,20.319775,72.944385,ACCT00005172,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000173,2024-12-17,12:26:30,2024-12-17T12:26:30,2024-12-17T12:30:38,Impersonation of law enforcement; victim coerced into transferring INR 72302.,DIGITAL_ARREST,72302.16,Haryana,134810,28.229248,75.612096,ACCT00005173,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000174,2024-06-20,14:52:56,2024-06-20T14:52:56,2024-06-20T15:55:19,Cyber fraud reported; INR 41911 lost through unspecified method.,OTHER,41910.69,Madhya Pradesh,499728,21.401675,78.953211,ACCT00005174,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00000175,2024-06-15,15:27:58,2024-06-15T15:27:58,2024-06-15T15:54:37,Fraudulent digital payment of INR 12606 detected from victim account.,DIGITAL_PAYMENT_FRAUD,12606.41,Telangana,512103,17.967189,78.551523,ACCT00005175,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000176,2024-01-18,09:11:56,2024-01-18T09:11:56,2024-01-18T09:47:00,Fraudulent digital payment of INR 21136 detected from victim account.,DIGITAL_PAYMENT_FRAUD,21136.33,Bihar,807766,25.47154,83.776189,ACCT00005176,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000177,2024-07-16,11:50:58,2024-07-16T11:50:58,2024-07-16T12:06:09,Cyber fraud reported; INR 46491 lost through unspecified method.,OTHER,46490.53,Delhi,119559,28.762558,77.354186,ACCT00005177,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00000178,2024-10-10,21:40:31,2024-10-10T21:40:31,2024-10-10T23:06:36,Victim lured into fake investment scheme; lost INR 116701.,INVESTMENT_FRAUD,116701.15,Karnataka,579501,13.512709,77.266398,ACCT00005178,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000179,2024-06-23,10:30:36,2024-06-23T10:30:36,2024-06-23T12:17:47,Victim lured into fake investment scheme; lost INR 8261.,INVESTMENT_FRAUD,8261.45,Rajasthan,348927,23.185879,71.806976,ACCT00005179,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000180,2024-06-28,23:34:00,2024-06-28T23:34:00,2024-06-29T00:44:50,Victim received fake payment link; INR 72712 debited without authorization.,DIGITAL_PAYMENT_FRAUD,72712.27,Telangana,513250,15.907358,79.283731,ACCT00005180,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000181,2024-03-08,15:37:30,2024-03-08T15:37:30,2024-03-08T17:19:56,Victim received fake payment link; INR 31347 debited without authorization.,DIGITAL_PAYMENT_FRAUD,31347.12,Telangana,528117,16.489464,81.231398,ACCT00005181,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00000182,2024-05-21,23:31:41,2024-05-21T23:31:41,2024-05-22T00:29:29,Impersonation of law enforcement; victim coerced into transferring INR 422879.,DIGITAL_ARREST,422878.57,Karnataka,588853,11.962701,76.130209,ACCT00005182,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00000183,2024-02-10,07:09:26,2024-02-10T07:09:26,2024-02-10T07:58:14,Victim transferred INR 198074 to fake mutual fund agent.,INVESTMENT_FRAUD,198074.14,Maharashtra,419007,16.697467,75.660059,ACCT00005183,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00000184,2024-05-12,22:38:36,2024-05-12T22:38:36,2024-05-13T00:17:38,Victim received fake payment link; INR 2491 debited without authorization.,DIGITAL_PAYMENT_FRAUD,2491.1,Kerala,697187,11.570227,74.945153,ACCT00005184,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000185,2024-10-02,21:21:54,2024-10-02T21:21:54,2024-10-02T22:58:45,Victim transferred INR 7400 to fake mutual fund agent.,INVESTMENT_FRAUD,7400.35,Bihar,848531,26.825039,83.61049,ACCT00005185,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00000186,2024-02-25,16:00:46,2024-02-25T16:00:46,2024-02-25T16:01:57,Victim reported unauthorized UPI transaction of INR 23590.,DIGITAL_PAYMENT_FRAUD,23589.53,Uttar Pradesh,209907,24.614356,84.23285,ACCT00005186,SYNTHETIC,2.0.0,COORDINATED_CASE
